Test_0,Test_1,Test_2,Test_3,Test_4,Test_5,Test_6,Test_7,Test_8,Test_9,Test_10,Test_11,Test_12,Test_13,Test_14,Test_15,RMA
254.1,D,Mid,OP-4,True,351.22,False,False,2019.0,21.7,may,29,1,-1,0,,False
370.26,H,High,OP-1,True,174.42000000000002,False,True,,58.9,may,83,1,-1,0,,False
217.8,D,Mid,OP-1,False,169.22,True,True,,43.4,may,103,6,-1,0,,False
217.8,D,Mid,OP-4,True,71.46000000000001,False,True,,58.9,may,122,6,-1,0,,False
304.92,D,Low,OP-4,True,707.94,False,True,,46.5,may,262,4,-1,0,,False
333.96,D,Low,OP-1,True,181.44,False,True,,80.6,may,724,1,-1,0,,False
333.96,B,High,OP-1,True,54.3,False,False,2018.0,89.9,jan,305,2,-1,0,,False
217.8,B,Mid,OP-1,True,107.34,False,True,,18.6,may,30,2,-1,0,,False
341.22,D,Low,OP-4,True,113.58,True,True,2018.0,24.8,aug,293,3,-1,0,,False
232.32,B,Low,OP-1,True,119.3,False,False,,65.1,may,86,2,-1,0,,False
210.54,C,Low,OP-17,True,58.2,False,True,2018.0,37.2,may,418,1,-1,0,,False
261.36,C,Low,OP-1,True,14.519999999999996,True,True,2018.0,55.8,nov,144,2,-1,0,,False
304.92,D,Mid,OP-4,True,76.92,True,True,2018.0,93.0,jul,86,2,-1,0,,False
355.74,H,Low,OP-1,True,3807.4,False,True,2018.0,65.1,nov,60,1,-1,0,,False
363.0,A,Low,OP-1,True,513.72,True,True,2018.0,89.9,jul,206,4,-1,0,,False
275.88,H,Mid,OP-1,True,287.52,False,True,2019.0,96.1,jul,58,13,-1,0,,False
196.02,C,Mid,OP-17,False,53.0,True,False,2018.0,24.8,jul,46,1,-1,0,,False
239.58,,Low,OP-1,True,762.02,True,True,2018.0,18.6,aug,205,3,-1,0,,False
239.58,H,Low,OP-1,True,1327.52,False,True,2018.0,62.0,nov,110,1,-1,0,,False
341.22,B,Low,OP-1,True,728.22,False,True,,49.6,may,323,1,-1,0,,False
384.78,B,Low,OP-1,True,52.48,False,False,2018.0,49.6,apr,144,2,-1,0,,False
319.44,E,Low,OP-1,True,134.38,True,True,2018.0,18.6,aug,211,4,-1,0,,False
290.4,C,Low,OP-17,True,2857.36,True,True,,62.0,jun,111,3,-1,0,,False
290.4,H,Mid,OP-1,True,487.2,False,True,,55.8,jun,161,2,-1,0,,False
268.62,H,Low,OP-1,True,344.98,True,False,,86.8,may,138,1,-1,0,,False
428.34,B,Low,OP-1,True,53.0,False,True,2018.0,37.2,may,214,3,-1,0,,False
312.18,D,Low,OP-4,True,179.62,False,True,,21.7,may,548,2,-1,0,,False
239.58,D,Mid,OP-1,True,-30.200000000000003,True,True,2018.0,55.8,may,268,2,-1,0,,False
246.84,F,Mid,OP-1,True,53.0,False,False,,49.6,may,214,1,-1,0,,False
341.22,F,Low,OP-1,True,1085.98,True,True,2018.0,18.6,aug,732,2,-1,0,,False
217.8,E,Low,OP-1,True,513.72,False,True,2018.0,40.3,apr,158,4,-1,0,,False
239.58,E,Low,OP-17,True,178.57999999999998,False,True,2018.0,9.3,feb,280,2,-1,0,,False
392.04,C,Low,OP-17,True,53.78,True,False,2018.0,24.8,jul,443,1,-1,0,,False
363.0,K,Low,OP-4,True,155.7,False,True,,46.5,may,419,2,-1,0,,False
188.76,C,Low,OP-17,True,121.9,True,True,2018.0,93.0,jan,650,2,-1,0,,False
239.58,C,Mid,OP-1,True,-57.24000000000001,False,True,,80.6,may,863,1,-1,0,,False
283.14,K,Mid,OP-4,True,81.34,False,True,,18.6,may,699,3,-1,0,,False
326.7,E,Low,OP-17,True,139.84,True,True,,15.5,jun,87,2,-1,0,,False
232.32,G,Mid,OP-4,False,-167.74,False,False,2018.0,12.4,feb,204,1,-1,0,,False
319.44,C,Low,OP-1,True,2201.12,False,True,2018.0,71.3,jul,201,16,-1,0,,False
225.06,C,Low,OP-17,True,53.0,True,True,,43.4,may,298,1,-1,0,,False
363.0,C,Low,OP-17,True,75.1,True,False,2018.0,3.1,jun,141,1,-1,0,,False
283.14,B,Low,OP-1,True,101.36,False,True,2018.0,52.7,apr,433,1,-1,0,,False
254.1,C,Mid,OP-17,True,217.58,False,True,2018.0,52.7,apr,128,3,-1,0,,False
210.54,C,Mid,OP-17,True,1607.8,False,True,,86.8,may,317,1,-1,0,,False
370.26,C,Mid,OP-17,True,609.14,True,True,2018.0,52.7,nov,176,2,-1,0,,False
232.32,B,Low,OP-1,True,-111.32,False,False,2018.0,62.0,apr,18,5,-1,0,,False
196.02,E,Mid,OP-1,True,65.74,False,True,2018.0,93.0,jan,208,2,-1,0,,False
246.84,D,Low,OP-1,True,546.22,False,False,2018.0,58.9,nov,441,1,-1,0,,False
341.22,B,Low,OP-17,True,279.46000000000004,True,True,2018.0,68.2,aug,602,9,-1,0,,False
348.48,D,Mid,OP-17,True,658.8000000000001,False,True,,12.4,jun,15,1,-1,0,,False
370.26,K,Low,OP-4,True,180.92,False,True,,62.0,may,142,3,-1,0,,False
341.22,F,Low,OP-1,True,208.74,False,True,2018.0,40.3,aug,99,3,-1,0,,False
232.32,C,Mid,OP-17,True,53.0,False,True,2018.0,68.2,jul,455,2,-1,0,,False
188.76,D,Mid,OP-1,True,44.68,False,False,2018.0,96.1,jul,14,6,-1,0,,False
297.66,D,Low,OP-4,True,129.18,False,False,2018.0,21.7,may,102,1,-1,0,,False
413.82,H,Low,OP-1,True,608.62,True,True,2019.0,24.8,jul,132,7,-1,0,,False
355.74,B,Low,OP-1,True,342.64,True,True,2018.0,52.7,nov,283,1,-1,0,,False
333.96,F,High,OP-1,True,951.3,False,True,,43.4,may,566,2,-1,0,,False
312.18,F,Low,OP-1,True,-189.32,False,True,2018.0,49.6,apr,567,1,-1,0,,False
377.52,D,High,OP-4,True,510.08,False,True,,46.5,may,41,1,-1,0,,False
348.48,F,Low,OP-17,True,53.0,True,True,2019.0,80.6,aug,176,15,-1,0,,False
428.34,L,Low,OP-1,True,95.38,True,True,2018.0,74.4,jul,464,1,-1,0,,False
341.22,C,High,OP-17,True,706.9,True,True,,62.0,jun,40,3,-1,0,,False
152.46,J,Mid,OP-1,True,230.06,True,True,,62.0,aug,6,1,-1,0,,False
254.1,C,High,OP-17,True,221.74,True,True,2018.0,49.6,apr,177,1,-1,0,,False
217.8,C,Mid,OP-17,True,297.4,True,True,2018.0,24.8,aug,131,2,-1,0,,False
399.3,D,Low,OP-4,True,1119.78,True,True,2018.0,58.9,nov,291,1,-1,0,,False
246.84,C,Low,OP-17,True,161.42000000000002,False,True,2018.0,55.8,nov,138,1,-1,0,,False
384.78,F,Low,OP-1,True,239.94,False,True,,43.4,may,230,1,-1,0,,False
196.02,D,Mid,OP-4,True,346.28000000000003,False,True,,93.0,jun,88,4,-1,0,,False
355.74,C,Mid,OP-17,True,92.26,False,True,2018.0,24.8,jul,97,3,-1,0,,True
203.28,H,Mid,OP-1,True,59.76,False,True,2018.0,21.7,may,227,2,-1,0,,False
203.28,C,Low,OP-17,True,135.68,False,True,,83.7,may,4,4,-1,0,,False
384.78,G,Low,OP-17,True,5869.2,False,True,,46.5,may,106,1,-1,0,,False
225.06,F,High,OP-1,True,2857.62,False,True,,12.4,jun,135,2,-1,0,,False
290.4,F,Low,OP-1,True,525.94,True,True,2018.0,15.5,jun,398,2,-1,0,,False
239.58,F,High,OP-1,True,53.0,False,True,2018.0,21.7,may,177,2,-1,0,,False
254.1,D,Mid,OP-1,True,53.0,False,True,2018.0,49.6,apr,169,1,-1,0,,False
283.14,D,Low,OP-4,True,153.10000000000002,False,True,,49.6,may,225,4,-1,0,,False
442.86,C,Low,OP-1,True,435.46,True,True,2018.0,37.2,aug,331,2,-1,0,,False
181.5,B,Mid,OP-1,True,148.68,True,True,2019.0,77.5,jul,168,1,-1,0,,False
421.08,L,Low,OP-1,True,3800.12,True,True,2018.0,55.8,nov,297,1,-1,0,,False
341.22,H,Low,OP-1,True,80.03999999999999,False,False,2018.0,43.4,jul,77,2,-1,0,,False
188.76,C,Mid,OP-17,True,84.72,True,False,2018.0,24.8,jul,160,1,-1,0,,False
246.84,C,Low,OP-17,True,727.44,False,True,2018.0,65.1,nov,161,3,-1,0,,False
196.02,K,Low,OP-1,True,1313.48,False,False,2019.0,71.3,jul,82,3,-1,0,,False
268.62,G,High,OP-17,True,70.16,True,True,2018.0,55.8,nov,1164,2,-1,0,,True
319.44,G,Low,OP-1,True,77.18,True,True,2018.0,21.7,jul,125,2,-1,0,,False
283.14,B,Low,OP-1,True,426.88,False,True,,62.0,may,212,2,-1,0,,False
304.92,G,Low,OP-17,True,10984.7,True,True,2018.0,24.8,aug,205,2,-1,0,,False
341.22,H,High,OP-1,True,111.5,True,True,2018.0,86.8,aug,1126,4,-1,0,,True
312.18,C,Low,OP-4,True,2176.42,False,True,,58.9,may,114,2,-1,0,,False
217.8,H,Low,OP-1,True,85.24000000000001,True,True,2019.0,49.6,jun,161,2,-1,0,,False
225.06,K,Mid,OP-4,True,7063.900000000001,True,True,2018.0,65.1,apr,654,2,-1,0,,True
319.44,B,High,OP-1,True,53.0,False,False,,40.3,may,97,1,-1,0,,False
355.74,H,Low,OP-1,True,53.0,False,False,2018.0,89.9,jul,71,7,-1,0,,False
225.06,F,Low,OP-1,True,667.38,False,True,,40.3,may,247,1,-1,0,,False
232.32,C,Mid,OP-17,True,529.06,False,True,2018.0,62.0,apr,86,2,-1,0,,False
254.1,D,Low,OP-1,True,-35.14,False,True,,24.8,may,389,2,-1,0,,False
312.18,E,Mid,OP-17,True,53.0,True,True,,58.9,jun,147,1,-1,0,,False
333.96,F,Low,OP-1,True,304.16,False,False,2018.0,58.9,aug,40,2,-1,0,,False
275.88,A,Low,OP-17,True,429.74,True,True,,80.6,may,535,6,-1,0,,False
268.62,B,High,OP-1,True,191.32,False,True,,34.1,jun,199,1,-1,0,,False
348.48,F,Mid,OP-17,True,-90.26,False,True,2018.0,34.1,may,168,2,-1,0,,False
326.7,F,Low,OP-1,True,134.9,False,True,2018.0,93.0,jun,103,1,-1,0,,False
297.66,C,Low,OP-17,True,253.46,False,True,2018.0,80.6,aug,106,8,-1,0,,False
254.1,J,Mid,,True,53.0,True,True,2019.0,86.8,jan,122,3,-1,0,,False
246.84,H,Low,OP-1,True,487.46,True,True,,65.1,may,160,1,-1,0,,False
254.1,D,High,OP-4,True,518.9200000000001,False,True,2018.0,96.1,jul,630,6,-1,0,,True
297.66,G,Low,,True,76.14,False,True,,18.6,may,333,2,-1,0,,False
421.08,A,Low,OP-17,True,520.48,False,True,2018.0,15.5,feb,19,8,-1,0,,False
254.1,C,Mid,OP-17,True,53.0,True,True,2018.0,89.9,aug,669,6,-1,0,,False
232.32,E,Low,OP-1,True,160.38,False,True,2018.0,34.1,jul,712,2,-1,0,,False
225.06,C,Low,OP-17,False,-12.78,True,True,2018.0,37.2,aug,220,4,-1,0,,False
392.04,K,Low,OP-1,True,107.34,False,False,2018.0,77.5,jul,97,1,-1,0,,False
333.96,H,Low,OP-1,True,58.72,False,True,2018.0,21.7,aug,414,4,-1,0,,False
421.08,C,Low,OP-1,True,62.620000000000005,True,True,2018.0,55.8,aug,84,11,-1,0,,False
406.56,K,High,OP-4,False,374.88,True,True,,15.5,jun,1558,1,-1,0,,True
355.74,A,Low,OP-4,True,-46.84,False,True,,83.7,may,25,1,-1,0,,False
225.06,H,Mid,OP-1,True,1490.02,False,True,,65.1,may,132,1,-1,0,,False
370.26,G,Low,OP-1,False,-488.3200000000001,True,False,2018.0,86.8,jul,123,6,-1,0,,False
283.14,B,High,OP-1,True,126.32,False,True,2018.0,52.7,jul,243,1,-1,0,,False
428.34,C,Low,OP-1,True,63.92,True,True,2018.0,65.1,nov,40,1,-1,0,,False
239.58,F,High,OP-1,True,55.34,True,True,2018.0,65.1,aug,91,2,-1,0,,False
312.18,H,Low,OP-1,True,121.64,False,True,2018.0,52.7,apr,113,2,-1,0,,False
239.58,D,Low,OP-1,True,117.74,False,True,2018.0,96.1,jul,61,4,-1,0,,False
232.32,C,Mid,OP-17,True,203.02,True,True,2018.0,21.7,aug,101,2,-1,0,,False
312.18,D,Mid,OP-4,True,60.8,False,True,,93.0,may,379,17,-1,0,,False
392.04,D,Low,OP-1,True,-110.8,True,True,,71.3,may,173,1,-1,0,,False
225.06,A,Low,OP-1,True,895.9200000000001,True,True,,77.5,jun,292,2,-1,0,,False
196.02,D,Mid,OP-4,True,32.46,False,True,,93.0,may,385,5,-1,0,,False
196.02,D,Mid,OP-1,True,1038.92,True,True,2018.0,68.2,apr,279,2,-1,0,,True
188.76,D,Mid,OP-1,True,275.56,False,False,2018.0,93.0,jul,95,5,-1,0,,False
319.44,C,Low,OP-17,True,1212.6,True,True,2019.0,96.1,jul,168,2,-1,0,,False
203.28,D,Mid,OP-1,True,67.56,False,True,,71.3,may,66,1,-1,0,,False
290.4,H,Low,OP-1,True,53.0,False,False,2018.0,52.7,nov,57,1,-1,0,,False
413.82,L,Low,OP-4,True,1560.74,True,True,,52.7,jun,97,1,-1,0,,False
268.62,E,Low,OP-17,True,53.0,True,True,,18.6,jun,143,1,-1,0,,False
297.66,D,Low,OP-1,True,142.18,False,True,,43.4,may,89,7,-1,0,,False
275.88,C,Low,OP-17,True,72.76,False,True,2018.0,21.7,jul,196,3,-1,0,,False
217.8,B,Mid,OP-17,True,-71.02000000000001,True,False,2018.0,65.1,aug,1532,2,-1,0,,True
232.32,F,Mid,OP-17,True,294.8,True,True,2018.0,83.7,aug,85,7,-1,0,,False
297.66,C,Low,,True,691.82,False,True,,27.9,may,285,1,-1,0,,False
188.76,F,Mid,OP-1,True,384.5,False,True,,62.0,jun,18,9,-1,0,,False
348.48,A,High,OP-1,True,382.16,False,True,2019.0,9.3,feb,45,1,-1,0,,False
348.48,F,Low,OP-17,True,2446.82,True,True,2018.0,55.8,aug,445,3,-1,0,,False
217.8,D,Low,OP-4,True,395.42,False,True,,65.1,may,395,2,-1,0,,False
319.44,H,Low,OP-1,True,106.3,True,True,2018.0,9.3,nov,289,1,-1,0,,True
363.0,D,Low,,True,170.52,True,True,2018.0,62.0,aug,181,2,-1,0,,False
232.32,C,Mid,OP-17,True,92.26,False,True,,18.6,may,118,1,-1,0,,False
384.78,H,Low,OP-1,True,121.38,True,False,2018.0,55.8,jul,143,7,-1,0,,False
210.54,D,Low,OP-4,True,105.0,False,True,,93.0,may,322,2,-1,0,,False
159.72,H,Mid,OP-1,True,1121.86,True,False,2018.0,58.9,aug,65,1,-1,0,,False
355.74,F,Low,OP-1,False,33.76,False,True,2018.0,58.9,nov,114,1,-1,0,,False
283.14,C,Low,OP-1,True,331.72,False,True,,83.7,may,1168,2,-1,0,,False
392.04,G,Low,,True,561.56,True,True,2018.0,58.9,nov,221,5,-1,0,,False
210.54,C,Low,OP-17,True,281.02,True,True,2018.0,9.3,feb,166,3,-1,0,,False
428.34,K,Low,OP-4,True,114.1,True,True,2018.0,40.3,aug,119,2,-1,0,,False
232.32,D,Low,OP-1,True,83.94,True,True,2018.0,12.4,may,20,5,-1,0,,False
333.96,F,Mid,OP-1,True,269.84000000000003,False,True,2018.0,34.1,jul,196,2,-1,0,,False
217.8,J,Mid,OP-1,True,54.04,True,True,2018.0,12.4,feb,443,2,-1,0,,False
312.18,E,Low,OP-1,True,80.03999999999999,True,True,,52.7,jun,332,1,-1,0,,False
435.6,L,Low,OP-17,True,111.5,True,True,2018.0,58.9,aug,54,2,-1,0,,False
377.52,B,Low,OP-4,True,56.64,True,False,2018.0,86.8,jul,55,5,-1,0,,False
326.7,A,High,OP-4,False,-11.740000000000007,False,False,,3.1,jul,92,1,-1,0,,False
283.14,G,Low,OP-4,True,114.88,False,False,2018.0,58.9,nov,134,1,-1,0,,False
232.32,C,Low,OP-17,True,53.0,True,True,2018.0,80.6,aug,104,9,-1,0,,False
392.04,D,Low,,True,102.66,True,True,2018.0,12.4,aug,753,2,-1,0,,False
239.58,C,Mid,OP-17,True,71.46000000000001,True,True,2018.0,68.2,aug,107,6,-1,0,,False
188.76,D,Low,OP-4,True,1383.16,False,True,2018.0,68.2,jul,246,3,-1,0,,False
355.74,C,Mid,OP-4,True,195.48,True,True,2019.0,96.1,jul,115,6,-1,0,,False
348.48,H,High,,True,34.8,True,True,2018.0,43.4,may,243,1,-1,0,,False
435.6,L,Low,OP-1,True,1306.2,True,True,,15.5,jun,419,1,-1,0,,False
196.02,D,Mid,OP-1,True,54.3,False,True,,58.9,may,205,3,-1,0,,False
246.84,F,Mid,OP-17,True,217.32,True,True,2018.0,68.2,aug,215,10,-1,0,,False
370.26,F,Low,OP-1,True,57.68,True,False,2018.0,77.5,jul,363,6,-1,0,,False
421.08,H,Low,OP-1,True,961.96,False,True,,6.2,jun,111,4,-1,0,,False
239.58,D,Low,OP-1,True,53.0,False,False,2018.0,86.8,jul,83,12,-1,0,,False
341.22,B,Low,OP-1,True,656.72,True,True,2018.0,68.2,aug,618,1,-1,0,,False
377.52,D,Low,OP-4,True,18.42,True,True,,15.5,jun,96,2,-1,0,,False
413.82,E,Low,OP-1,True,62.1,True,False,,80.6,jun,215,3,-1,0,,False
210.54,D,Mid,OP-1,True,178.32,True,False,2018.0,31.0,jul,1097,3,-1,0,,True
246.84,C,Mid,OP-17,True,1183.48,False,True,2018.0,86.8,aug,373,8,-1,0,,False
210.54,F,Mid,OP-1,True,255.28,False,True,,18.6,jun,1994,2,-1,0,,False
174.24,D,Low,OP-1,True,370.72,False,True,2018.0,62.0,apr,369,1,-1,0,,False
232.32,B,Mid,OP-1,True,-51.52000000000001,False,True,2018.0,52.7,apr,135,1,-1,0,,False
392.04,G,Low,OP-1,True,222.78,False,True,,46.5,may,352,1,-1,0,,False
210.54,B,Low,OP-1,True,67.82,False,True,2019.0,65.1,jul,342,9,-1,0,,False
261.36,B,Mid,OP-1,True,250.6,True,True,,62.0,jun,9,13,-1,0,,False
188.76,H,Low,OP-1,True,694.94,True,True,2018.0,49.6,jul,136,8,-1,0,,False
406.56,B,Low,OP-1,True,5823.96,False,True,2018.0,65.1,nov,189,1,-1,0,,False
275.88,D,Mid,OP-1,True,203.28,False,True,,65.1,may,112,2,-1,0,,False
304.92,D,Low,OP-4,True,184.3,False,True,,43.4,may,521,2,-1,0,,False
421.08,D,Low,OP-1,True,45.98,True,False,2019.0,96.1,jul,77,13,-1,0,,False
217.8,D,Mid,OP-1,True,221.48,False,False,,24.8,may,287,1,-1,0,,False
239.58,H,Mid,OP-17,True,214.46,True,True,2018.0,24.8,jul,217,1,-1,0,,False
217.8,D,Low,OP-4,True,-34.36,True,True,2018.0,31.0,jul,128,6,-1,0,,False
268.62,C,Low,OP-17,True,252.42,True,False,2018.0,6.2,feb,204,1,-1,0,,False
384.78,C,Low,OP-17,True,54.04,True,True,,62.0,jun,19,6,-1,0,,False
399.3,D,Low,,True,58.98,True,True,2018.0,40.3,aug,123,2,-1,0,,False
384.78,D,Low,OP-1,True,178.57999999999998,False,True,2018.0,9.3,feb,288,3,-1,0,,False
290.4,B,Low,OP-1,True,66.26,False,True,2018.0,34.1,may,50,1,-1,0,,False
246.84,D,Mid,OP-1,True,34.28,False,True,2018.0,21.7,jul,273,5,-1,0,,False
399.3,C,Low,OP-17,True,97.46,False,True,2018.0,24.8,aug,73,6,-1,0,,False
261.36,K,Low,OP-1,True,161.94,False,True,,93.0,may,251,1,-1,0,,False
333.96,D,Low,OP-4,True,98.24,True,False,2018.0,46.5,jul,90,1,-1,0,,False
239.58,H,Mid,OP-1,True,717.82,False,True,2018.0,55.8,may,186,1,-1,0,,False
275.88,C,Low,OP-17,True,364.48,False,True,2018.0,6.2,feb,63,1,-1,0,,False
246.84,C,Low,OP-17,True,88.36,False,True,2018.0,68.2,apr,156,1,-1,0,,False
384.78,L,High,OP-1,False,1.0,True,False,,18.6,jun,161,1,-1,0,,False
246.84,D,Low,OP-17,True,58.2,True,True,,12.4,oct,10,1,-1,0,,False
399.3,D,Low,OP-4,True,126.84,True,False,2019.0,43.4,jul,252,4,-1,0,,False
319.44,D,Low,OP-1,True,708.98,False,True,,89.9,may,1236,2,-1,0,,False
413.82,L,High,OP-1,True,63.14,False,True,2018.0,93.0,jul,354,3,-1,0,,False
261.36,F,Low,OP-1,True,675.44,True,True,2018.0,43.4,aug,184,2,-1,0,,False
290.4,C,Low,OP-4,True,243.58,False,True,,18.6,jun,94,7,-1,0,,False
246.84,F,Mid,OP-1,True,413.36,False,False,,86.8,may,185,6,-1,0,,False
239.58,D,Low,OP-1,True,88.62,True,False,2018.0,55.8,jul,305,12,-1,0,,False
304.92,D,High,OP-1,True,65.22,False,False,,24.8,may,141,1,-1,0,,False
196.02,F,Mid,OP-1,True,94.08,True,True,,3.1,jul,650,2,-1,0,,True
341.22,C,Low,OP-17,True,129.7,False,True,2018.0,15.5,aug,157,1,-1,0,,False
312.18,A,Low,OP-1,True,970.54,True,True,2018.0,15.5,feb,169,2,-1,0,,False
232.32,B,Low,OP-1,True,95.12,False,True,,43.4,may,297,2,-1,0,,False
392.04,,Low,,True,285.70000000000005,True,True,2018.0,21.7,oct,335,1,-1,0,,True
348.48,F,High,OP-17,True,82.38,True,False,2018.0,68.2,jul,38,1,-1,0,,False
181.5,B,Mid,OP-1,True,889.4200000000001,False,True,,86.8,may,24,1,-1,0,,False
225.06,F,Mid,OP-17,True,304.94,True,True,2018.0,46.5,jun,95,1,-1,0,,False
348.48,C,Low,OP-4,True,117.22,False,False,,43.4,may,145,1,-1,0,,False
363.0,B,Low,OP-1,True,6915.4400000000005,True,True,2018.0,77.5,aug,206,4,-1,0,,False
435.6,H,Low,OP-1,True,844.1800000000001,True,True,2018.0,58.9,aug,235,3,-1,0,,False
203.28,H,Mid,OP-1,True,396.98,False,True,,9.3,jun,361,1,-1,0,,False
261.36,F,Low,OP-17,True,270.62,True,True,2018.0,86.8,aug,68,6,-1,0,,False
232.32,F,Mid,OP-17,True,621.1,True,True,2018.0,62.0,nov,354,2,-1,0,,False
225.06,H,Mid,OP-1,True,249.82,True,True,2018.0,9.3,feb,343,2,-1,0,,False
254.1,F,Mid,OP-1,True,53.52,True,True,2018.0,34.1,aug,239,4,-1,0,,False
326.7,F,Low,OP-1,True,65.74,True,True,2018.0,89.9,jul,65,2,-1,0,,False
428.34,L,High,OP-4,True,1919.54,True,True,2018.0,15.5,feb,150,1,-1,0,,False
363.0,K,High,OP-4,True,77.44,False,True,2018.0,68.2,jul,184,4,-1,0,,False
210.54,G,Low,OP-1,True,170.52,False,True,,83.7,may,347,1,-1,0,,False
363.0,F,Low,OP-1,True,53.0,True,True,2018.0,21.7,jul,152,2,-1,0,,False
297.66,B,High,OP-1,True,223.04,False,True,2018.0,40.3,may,139,2,-1,0,,False
166.98,F,Mid,OP-17,True,346.54,False,True,,86.8,may,806,1,-1,0,,True
246.84,H,Low,OP-17,True,716.52,False,False,2018.0,77.5,sep,74,1,-1,0,,False
196.02,D,Low,OP-1,True,147.12,False,True,,43.4,may,332,2,-1,0,,False
203.28,C,Mid,OP-17,True,1495.74,True,True,2018.0,86.8,jul,383,6,-1,0,,False
188.76,F,Mid,OP-1,True,120.86,False,True,,83.7,may,371,2,-1,0,,False
304.92,D,Low,OP-4,True,50.4,False,True,,27.9,may,291,4,-1,0,,False
246.84,F,Low,OP-17,True,232.66,False,False,,6.2,jun,70,1,-1,0,,False
196.02,H,Mid,OP-1,True,998.88,True,True,2018.0,34.1,jul,271,5,-1,0,,False
268.62,D,High,OP-1,True,53.0,False,True,2018.0,65.1,apr,146,4,-1,0,,True
239.58,F,Low,OP-1,True,53.0,False,False,2018.0,58.9,nov,163,2,-1,0,,False
232.32,C,Low,OP-17,True,860.82,False,False,2018.0,77.5,jul,310,1,-1,0,,False
304.92,C,Mid,OP-17,True,2888.82,True,True,2018.0,12.4,may,74,3,-1,0,,False
370.26,C,High,OP-17,True,53.0,True,True,2018.0,40.3,aug,60,2,-1,0,,False
283.14,E,Mid,OP-17,True,163.76,True,True,,55.8,jun,1029,1,-1,0,,True
399.3,F,Low,OP-1,True,301.3,False,True,2018.0,89.9,jan,104,1,-1,0,,False
355.74,B,Low,OP-1,True,125.8,False,True,2019.0,43.4,jul,162,3,-1,0,,False
348.48,B,Low,OP-4,False,-98.58,False,True,,6.2,jun,25,7,-1,0,,False
384.78,D,Low,OP-1,True,633.0600000000001,False,True,2018.0,43.4,jul,272,3,-1,0,,False
290.4,B,Low,,True,1112.5,False,True,,49.6,jun,162,3,-1,0,,False
304.92,D,Low,OP-4,True,601.86,False,True,2018.0,21.7,may,86,2,-1,0,,False
203.28,C,Mid,OP-17,True,671.8000000000001,True,True,2018.0,43.4,sep,394,2,-1,0,,False
399.3,B,High,OP-4,True,222.78,True,True,,18.6,jun,800,1,-1,0,,False
239.58,H,Low,OP-1,True,354.08,False,True,2018.0,62.0,apr,25,2,-1,0,,False
355.74,H,Low,OP-1,True,152.06,True,True,2018.0,15.5,aug,504,2,-1,0,,False
225.06,B,Low,OP-17,True,133.34,False,False,,21.7,may,294,1,-1,0,,False
203.28,F,Mid,OP-1,True,154.14,False,True,2018.0,34.1,may,15,7,-1,0,,False
326.7,C,Low,OP-17,True,1470.0,True,True,2018.0,24.8,aug,188,2,-1,0,,False
435.6,C,Low,,True,1694.38,True,True,,58.9,jun,39,2,-1,0,,False
384.78,D,Mid,,True,53.0,True,True,,37.2,may,140,7,-1,0,,False
333.96,C,Low,OP-17,True,52.22,True,True,2018.0,86.8,aug,205,2,-1,0,,False
246.84,H,Mid,OP-1,True,225.38,False,True,2018.0,62.0,apr,111,1,-1,0,,False
348.48,B,Low,OP-1,True,405.3,True,True,2018.0,12.4,jul,134,2,-1,0,,False
312.18,G,Low,OP-1,True,80.03999999999999,False,True,2018.0,55.8,jul,635,3,-1,0,,True
319.44,C,Mid,OP-17,True,366.56,True,True,2018.0,27.9,jul,160,2,-1,0,,False
232.32,F,Low,OP-17,True,155.96,False,True,2018.0,40.3,may,205,3,-1,0,,False
290.4,F,Low,OP-1,True,310.40000000000003,False,True,2018.0,18.6,feb,252,3,-1,0,,False
188.76,B,Mid,OP-1,True,66.0,False,True,2018.0,37.2,aug,153,1,-1,0,,False
297.66,C,Low,OP-17,True,1059.72,True,True,2018.0,46.5,oct,231,1,-1,0,,False
261.36,F,Low,OP-1,True,177.8,True,True,2018.0,62.0,oct,213,1,-1,0,,True
551.76,L,High,OP-4,True,75.36,True,True,2018.0,37.2,aug,192,1,-1,0,,False
246.84,H,Low,OP-1,True,116.44,False,True,2018.0,96.1,jul,56,4,-1,0,,False
326.7,C,Low,OP-17,True,929.2,True,True,,37.2,jun,36,3,-1,0,,False
246.84,C,Mid,OP-17,True,53.0,True,True,2018.0,65.1,aug,191,2,-1,0,,False
225.06,F,Low,OP-1,True,206.14,False,False,,65.1,may,151,1,-1,0,,False
283.14,,Mid,OP-1,True,290.64,True,True,,15.5,jun,20,1,-1,0,,False
399.3,L,Low,OP-1,True,767.74,False,False,,89.9,may,58,2,-1,0,,False
413.82,H,Low,OP-17,True,64.96000000000001,True,True,2018.0,21.7,aug,238,2,-1,0,,False
196.02,B,Mid,OP-1,True,67.04,False,True,,86.8,may,543,2,-1,0,,True
268.62,C,Low,OP-17,True,1103.14,True,False,2018.0,77.5,jul,106,2,-1,0,,False
377.52,C,Low,OP-17,True,-265.24,False,True,2018.0,21.7,may,253,4,-1,0,,False
239.58,C,Low,OP-17,True,248.52,False,True,2018.0,34.1,aug,104,4,-1,0,,False
333.96,F,Low,OP-1,True,598.48,True,True,2018.0,21.7,aug,110,2,-1,0,,False
290.4,G,Low,OP-1,True,421.16,False,True,,43.4,may,210,2,-1,0,,False
239.58,D,Low,OP-4,True,102.66,False,True,,27.9,may,162,2,-1,0,,False
